出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1100717,11006,1472,三洋紡,紡織纖維," $46,556.00 ",81123,21547,-42.61060365,116.0672019,242678,120587,101.2472323,主係子公司上鋌營造本期依完工比例認列收入增加
1100717,11006,1473,台南,紡織纖維," $350,096.00 ",183663,490280,90.61868749,-28.59264094,2621906,3044408,-13.87796905,-
1100717,11006,1474,弘裕,紡織纖維," $270,784.00 ",273149,209272,-0.865827808,29.39332543,1598863,1272050,25.69183601,-
1100717,11006,1475,業旺,紡織纖維," $10,071.00 ",16641,8841,-39.48080043,13.91245334,82034,23133,254.6189426,主要開始銷售染劑產品
1100717,11006,1476,儒鴻,紡織纖維," $3,224,171.00 ",3404550,1934033,-5.298174502,66.70713478,18006243,11475224,56.91408725,主係全球經濟逐漸復甦，致業績成長。
1100717,11006,1477,聚陽,紡織纖維," $2,214,611.00 ",1560469,2153860,41.91957674,2.820564011,12937782,10856419,19.17172688,-
1100717,11006,1503,士電,電機機械," $2,423,094.00 ",2167952,2137689,11.768803,13.35110018,14135539,12408296,13.92006606,-
1100717,11006,1504,東元,電機機械," $4,867,469.00 ",4439686,4406855,9.635433677,10.45221592,25400288,21773442,16.65720101,-
1100717,11006,1506,正道,電機機械," $98,750.00 ",81044,74320,21.84739154,32.87136706,503082,444144,13.27002053,-
1100717,11006,1507,永大,電機機械," $1,510,028.00 ",1640398,1367701,-7.947461531,10.40629494,8429115,6591051,27.88726714,此為本公司自結數
1100717,11006,1512,瑞利,汽車工業," $107,317.00 ",75439,59754,42.2566577,79.59801854,522870,561334,-6.852248394,"本月營收較去年同期成長79.6%,主係疫情緩和,供貨恢復正常及本期有模具結案認列,去年同期則無。"
1100717,11006,1513,中興電,電機機械," $1,339,572.00 ",1043468,1029142,28.37691237,30.16396182,8744140,6382828,36.99476157,-
1100717,11006,1514,亞力,電機機械," $506,362.00 ",452007,417133,12.02525625,21.39101917,2574868,2495287,3.189252379,-
1100717,11006,1515,力山,電機機械," $2,014,978.00 ",1497563,740710,34.55046632,172.0333194,9022875,3296930,173.6750553,客戶銷售狀況好增加採購量
1100717,11006,1516,川飛,其他," $122,211.00 ",111248,52728,9.854559183,131.7762858,634269,439856,44.19923793,本月營收較去年同月營收增加係因煤礦價格上漲及客戶採購量增加所致
1100717,11006,1517,利奇,電機機械," $419,359.00 ",408181,269436,2.738491013,55.64326964,2222212,1266298,75.48886597,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增。"
1100717,11006,1519,華城,電機機械," $971,935.00 ",723841,670184,34.27465424,45.02509759,3975228,3484687,14.07704623,-
1100717,11006,1521,大億,汽車工業," $408,417.00 ",440727,371195,-7.331068893,10.02761352,2517122,2054425,22.52197087,-
1100717,11006,1522,堤維西,汽車工業," $1,442,880.00 ",1362275,1221037,5.916940412,18.16840931,8118716,6804385,19.31594112,-
1100717,11006,1524,耿鼎,汽車工業," $170,815.00 ",165284,115822,3.346361414,47.48061681,918285,865919,6.047447856,-
1100717,11006,1525,江申,汽車工業," $133,340.00 ",123191,78853,8.238426508,69.09946356,690212,458805,50.43689585,中心廠訂單增加
1100717,11006,1526,日馳,電機機械," $167,887.00 ",160701,104035,4.471658546,61.37549863,826825,513011,61.17100803,因市場需求增加，致本月營收優於去年同期。
1100717,11006,1527,鑽全,電機機械," $417,884.00 ",443928,248196,-5.866717125,68.36854744,2310381,1658404,39.31352071,國外市場需求增加
1100717,11006,1528,恩德,電機機械," $281,614.00 ",307483,274098,-8.413148044,2.742084948,1635990,1596889,2.448573445,-
1100717,11006,1529,樂士,電機機械," $91,721.00 ",13803,65063,564.5004709,40.97259579,156500,317507,-50.70974813,"本年迄今因太陽能工程案量少,致累計營收較去年同期減少"
1100717,11006,1530,亞崴,電機機械," $340,016.00 ",311606,298809,9.117282722,13.79041461,1766718,1455691,21.36627897,-
1100717,11006,1531,高林股,電機機械," $285,602.00 ",213474,103888,33.78772122,174.9133682,1383858,685369,101.9142973,去年逢大陸爆發疫情並漫延全世界影響，業績衰退，比較基期低所致。
1100717,11006,1532,勤美,電機機械," $986,696.00 ",994013,844592,-0.736107073,16.82516529,6925247,4693834,47.53923978,-
1100717,11006,1533,車王電,汽車工業," $218,006.00 ",257699,205060,-15.40285372,6.313274164,1277615,1100547,16.08909024,-
1100717,11006,1535,中宇,電機機械," $622,844.00 ",660989,704875,-5.770897852,-11.63766625,4098042,3994235,2.598920694,-
1100717,11006,1536,和大,汽車工業," $515,758.00 ",601926,352638,-14.31538096,46.25706815,3248704,2184995,48.6824455,-
1100717,11006,1537,廣隆,電機機械," $688,504.00 ",644513,587949,6.825463567,17.10267387,3640742,3393325,7.291285096,-
1100717,11006,1538,正峰,電機機械," $24,304.00 ",28609,24974,-15.04771226,-2.682790102,132756,130358,1.839549548,-
1100717,11006,1539,巨庭,電機機械," $223,175.00 ",272787,163862,-18.1870837,36.1969218,1354785,944777,43.3973308,-
1100717,11006,1540,喬福,電機機械," $35,648.00 ",36859,15138,-3.285493367,135.4868543,233255,129780,79.73108337,東歐市場回溫
1100717,11006,1541,錩泰,電機機械," $439,989.00 ",491464,425913,-10.47380886,3.304900297,2685983,2309161,16.31856765,-
1100717,11006,1558,伸興,電機機械," $812,459.00 ",643327,696273,26.290207,16.68684553,4801388,2783826,72.47442908,"本月增加百分比達50%以上,係因歐美縫紉機需求增加"
1100717,11006,1560,中砂,電機機械," $499,253.00 ",507991,443332,-1.720109215,12.61379733,2952507,2534744,16.48146716,-
1100717,11006,1568,倉佑,汽車工業," $154,483.00 ",120537,132832,28.16230701,16.29953626,900641,739834,21.73555149,-
1100717,11006,1582,信錦,電子零組件業," $826,018.00 ",825639,808462,0.045903839,2.171530635,4817762,4401894,9.447478744,-
1100717,11006,1583,程泰,電機機械," $595,592.00 ",567389,539679,4.970663866,10.36041795,3264036,2429034,34.3758877,-
1100717,11006,1587,吉茂,汽車工業," $209,596.00 ",195806,162049,7.042685107,29.34112522,1161477,727919,59.56129734,公司接單狀況良好
1100717,11006,1589,永冠-KY,電機機械," $779,538.00 ",678178,721927,14.94592865,7.98016974,4380460,3265863,34.12871269,-
1100717,11006,1590,亞德客-KY,電機機械," $2,376,162.00 ",2233597,1688835,6.382753917,40.69829202,12970297,8492763,52.72175851,本月營業收入換算匯率為4.3232658;本年累計營業收入換算匯率為4.3514426。
1100717,11006,1592,英瑞-KY,汽車工業," $80,120.00 ",82178,482218,-2.504319891,-83.38510798,724612,2175283,-66.68884003,因購料資金不足，影響生產及出貨
1100717,11006,1597,直得,電機機械," $165,908.00 ",162123,132301,2.334647151,25.4019244,908423,681775,33.24381211,-
1100717,11006,1598,岱宇,生技醫療業," $819,589.00 ",959845,903905,-14.61235929,-9.327971413,6612624,4099789,61.29181282,各品牌產品與電商通路銷售持續暢旺
1100717,11006,1603,華電,電器電纜," $152,772.00 ",161627,252991,-5.478663837,-39.61366215,1201571,1172791,2.453975175,-
1100717,11006,1604,聲寶,電器電纜," $788,114.00 ",838750,764012,-6.037078987,3.154662492,4419195,3898419,13.35864616,-
1100717,11006,1605,華新,電器電纜," $14,184,106.00 ",12770540,8812556,11.06896028,60.95337153,68053784,53130577,28.08779396,主係本期銷售價、量均較去年同期增加所致
1100717,11006,1608,華榮,電器電纜," $935,989.00 ",880343,501998,6.320945359,86.45273487,4874513,3483123,39.94662261,營收增加主係因出貨量增加及國際銅價上漲
1100717,11006,1609,大亞,電器電纜," $2,758,445.00 ",2373863,1478283,16.20068218,86.5978977,13249199,8368449,58.3232329,營收增加主係因銅價上漲及售電收入增加所致
1100717,11006,1611,中電,電器電纜," $131,457.00 ",145031,179172,-9.35937834,-26.63083518,884930,1073606,-17.57404485,-
1100717,11006,1612,宏泰,電器電纜," $578,338.00 ",541426,429605,6.817552168,34.62087266,3075241,2357205,30.46133026,-
1100717,11006,1614,三洋電,電器電纜," $523,873.00 ",613425,616287,-14.5986877,-14.99528629,2912237,2770204,5.12716753,-
1100717,11006,1615,大山,電器電纜," $238,655.00 ",343992,200154,-30.62193307,19.23568852,2254989,1370471,64.54116869,110年累計營收較去年同期累計營收成長64.54%。係110/3-5增加子公司營建收入所致。
1100717,11006,1616,億泰,電器電纜," $305,540.00 ",284397,185338,7.43432596,64.85556119,1421753,1312258,8.344014668,本月營收較去年同期增加主要係因公營機關出貨增加所致
1100717,11006,1617,榮星,電器電纜," $457,023.00 ",392786,209571,16.35419796,118.0754971,2329229,1291985,80.28297542,因銅價持續上漲，客戶需求也增加所致。
1100717,11006,1618,合機,電器電纜," $131,414.00 ",445601,144734,-70.50859401,-9.203089806,1565522,985909,58.78970574,"110年1-6月業主通知交貨較多,致超高壓線及銅板等出貨量較去年同期增加。"
1100717,11006,1626,艾美特-KY,電器電纜," $1,346,111.00 ",1375276,1375128,-2.120665234,-2.110130839,6411950,5550667,15.51674781,-
1100717,11006,1701,中化,生技醫療業," $677,409.00 ",717855,617720,-5.634285475,9.662792204,4051563,4049982,0.039037211,-
1100717,11006,1702,南僑,食品工業," $1,602,134.00 ",1647810,1430259,-2.77192152,12.01705425,9590885,7882781,21.66879937,-
1100717,11006,1707,葡萄王,生技醫療業," $821,032.00 ",920329,798685,-10.78929383,2.79797417,4476067,4257176,5.14169487,-
1100717,11006,1708,東鹼,化學工業," $440,138.00 ",292402,336688,50.52496221,30.72577579,1994048,2070030,-3.670574823,-
1100717,11006,1709,和益,化學工業," $812,640.00 ",899382,807252,-9.644622641,0.66744957,4802222,4391127,9.3619474,-
1100717,11006,1710,東聯,化學工業," $2,197,770.00 ",2476338,1614180,-11.24919135,36.15396052,13850207,9202285,50.50834657,2021年1~6月合併公司主要產品之單價上漲45%所致
1100717,11006,1711,永光,化學工業," $772,271.00 ",783261,494797,-1.403108287,56.07835132,4630298,3793834,22.04798629,主要係去年同期受到新冠肺炎疫情之影響，各國紛紛採取鎖國及封城等措施，整體需求大幅下降，致使基期較低所致。
1100717,11006,1712,興農,化學工業," $1,675,034.00 ",1543796,1388367,8.500993655,20.64778261,9557425,9098107,5.048500749,-
1100717,11006,1713,國化,化學工業," $56,432.00 ",51729,30322,9.091612055,86.10909571,289682,235922,22.78719238,"因國內需求暢旺,銷售量增加所致"
1100717,11006,1714,和桐,化學工業," $1,545,691.00 ",1622275,4940382,-4.72077792,-68.71312785,9749490,14646300,-33.43376826,與去年同期減少主係去年子公司出售土地存貨29.5億所致
1100717,11006,1717,長興,化學工業," $4,175,807.00 ",4316922,2885102,-3.268880003,44.73689318,24413474,16585647,47.19639216,-
1100717,11006,1718,中纖,化學工業," $2,548,978.00 ",2587885,2138228,-1.503428475,19.20983169,15524094,14020094,10.72746017,"本月份自結異業別合併營收資訊,未經會計師簽證或核閱"
1100717,11006,1720,生達,生技醫療業," $315,438.00 ",443535,358120,-28.88092259,-11.91835139,2250210,2142464,5.029069333,-
1100717,11006,1721,三晃,化學工業," $243,448.00 ",230490,219356,5.621935876,10.9830595,1413132,1499106,-5.735018071,-
1100717,11006,1722,台肥,化學工業," $1,027,962.00 ",728505,758157,41.10568905,35.58695626,5560301,5445478,2.108593589,-
1100717,11006,1723,中碳,化學工業," $659,493.00 ",642982,422791,2.567879039,55.98558153,3620741,2748847,31.71853508,本月營收較去年同月增加幅度較大，主係因油價較去年同期大漲，帶動主要產品售價上漲，導致本月營收較去年同期增加。
1100717,11006,1724,台硝,化學工業," $170,732.00 ",161593,126832,5.655566763,34.61271603,981597,850059,15.47398475,-
1100717,11006,1725,元禎,化學工業," $971,267.00 ",931594,545441,4.258614804,78.07003874,5257001,3326667,58.02606633,本年度油價回升及石油產業復甦，且去年基期低，故本月營收較去年大幅成長。
1100717,11006,1726,永記,化學工業," $739,969.00 ",764047,635082,-3.151376813,16.51550508,4267129,3770154,13.18182228,-
1100717,11006,1727,中華化,化學工業," $154,334.00 ",148585,134801,3.869165797,14.49024859,894646,924539,-3.233287076,-
1100717,11006,1730,花仙子,化學工業," $201,851.00 ",190970,271707,5.697753574,-25.71004796,1480628,1423679,4.000129243,-
1100717,11006,1731,美吾華,生技醫療業," $94,571.00 ",99623,93039,-5.071118115,1.646621309,619367,504040,22.88052536,疫情期間及時掌握線上商機，加上森歐黎漾Saholea和新品挹注營收，降低實體通路受疫情影響的衝擊，營收較去年同期持續成長。
1100717,11006,1732,毛寶,化學工業," $51,773.00 ",54893,51981,-5.683784818,-0.400146207,320720,323897,-0.980867375,-
1100717,11006,1733,五鼎,生技醫療業," $155,945.00 ",170873,224617,-8.736312934,-30.57293081,1060873,1041014,1.907659263,-
1100717,11006,1734,杏輝,生技醫療業," $200,857.00 ",202915,177598,-1.014217776,13.09643127,1224915,1207768,1.419726305,-
1100717,11006,1735,日勝化,化學工業," $308,415.00 ",275343,142980,12.01120058,115.7049937,1551982,964714,60.87482922,去年同期合併營收受新型冠狀病毒疫情影響較深，本期所受影響已減少。另原物料上漲，售價亦有調漲所致。
1100717,11006,1736,喬山,生技醫療業," $2,268,750.00 ",2035765,2138651,11.44459208,6.083227231,13838065,11163384,23.95941052,-
1100717,11006,1737,臺鹽,食品工業," $313,844.00 ",362608,277394,-13.44813132,13.14015444,1776181,1515307,17.2159173,-
1100717,11006,1760,寶齡富錦,生技醫療業," $179,623.00 ",254243,79654,-29.34987394,125.504055,907258,669317,35.54982168,主係新冠肺炎疫情，檢驗試劑及感控部門之產品，市場需求增加，致整體營收增加。
1100717,11006,1762,中化生,生技醫療業," $230,689.00 ",189610,121894,21.66499657,89.25377787,921442,699352,31.75654034,客戶訂單需求增加，故當月營收較去年同期成長。
1100717,11006,1773,勝一,化學工業," $920,823.00 ",945261,598071,-2.585317706,53.96549908,5015153,3817565,31.37046782,溶劑銷量較去年同期增加
1100717,11006,1776,展宇,化學工業," $125,878.00 ",115808,77665,8.695426914,62.07815618,751618,644343,16.64874143,"本月營收增減額為62.08%,因為去年受疫情影響導致營收減少"
1100717,11006,1783,和康生,生技醫療業," $48,042.00 ",43113,49206,11.4327465,-2.365565175,232083,219696,5.638245576,-
1100717,11006,1786,科妍,生技醫療業," $53,961.00 ",42418,50156,27.21250413,7.586330648,238033,213994,11.23349253,-
1100717,11006,1789,神隆,生技醫療業," $247,008.00 ",266566,212977,-7.337019725,15.97872071,1388774,1450603,-4.262296438,-
1100717,11006,1795,美時,生技醫療業," $1,361,956.00 ",1156527,1052244,17.7625771,29.43347741,7000344,4711346,48.58479933,-
1100717,11006,1802,台玻,玻璃陶瓷," $4,975,212.00 ",5151765,3325435,-3.427039083,49.61086294,26751726,16469317,62.43373055,本年累計比去年同期增加50%以上係因去年COVID-19疫情影響所致
1100717,11006,1805,寶徠,建材營造," $6,239.00 ",3456,4,80.52662037,155875,64063,121459,-47.25545246,本月營收較高主要係子公司認列收入，去年累計營收較高係認列康橋旭案收入較本期為高所致。
1100717,11006,1806,冠軍,玻璃陶瓷," $283,015.00 ",273149,403477,3.611948058,-29.85597692,1419235,1841388,-22.9258038,-
1100717,11006,1808,潤隆,建材營造," $878,578.00 ",444247,642535,97.76790839,36.73620892,5465037,2071103,163.8708456,營收變動主要係本期累計房地出售收入較去年同期增加所致。
1100717,11006,1809,中釉,玻璃陶瓷," $166,368.00 ",189192,120378,-12.06393505,38.20465534,1052845,819680,28.44585692,-
1100717,11006,1810,和成,玻璃陶瓷," $400,043.00 ",499694,457922,-19.94240475,-12.63948882,2540666,2415506,5.181523043,-
1100717,11006,1817,凱撒衛,玻璃陶瓷," $210,139.00 ",199880,201584,5.132579548,4.243888404,1175999,1066642,10.25245584,-
1100717,11006,1903,士紙,造紙工業," $13,814.00 ",72120,12104,-80.84581253,14.12756114,230349,79971,188.0406647,累計營業收入較去年同期增加，主要係出售營建房地收入。
1100717,11006,1904,正隆,造紙工業," $3,892,284.00 ",3929849,3555049,-0.955889145,9.486085846,21829390,18653186,17.02767559,-
1100717,11006,1905,華紙,造紙工業," $1,882,754.00 ",1920789,1439364,-1.980175855,30.80457758,11218504,9061940,23.79803883,-
1100717,11006,1906,寶隆,造紙工業," $32,253.00 ",33531,115193,-3.811398407,-72.00090283,160736,687870,-76.63279399,代理銷售工業用紙之噸數減少
1100717,11006,1907,永豐餘,造紙工業," $7,461,567.00 ",7763627,5510681,-3.890707269,35.40190405,43864707,33537660,30.79238981,-
1100717,11006,1909,榮成,造紙工業," $4,924,748.00 ",5212273,3533899,-5.516307377,39.35735005,25103422,16629976,50.95284563,大陸工紙增加銷售量
1100717,11006,2002,中鋼,鋼鐵工業," $38,823,509.00 ",39718469,23917855,-2.253259057,62.32019552,213269624,150528288,41.68076103,鋼鐵事業群整體受惠鋼鐵市場復甦，銷售單價及數量較去年同月增加所致。
1100717,11006,2006,東和鋼鐵,鋼鐵工業," $4,879,623.00 ",4969569,3409050,-1.80993563,43.13732565,27788454,19691993,41.11549806,-
1100717,11006,2007,燁興,鋼鐵工業," $598,924.00 ",602404,419890,-0.577685407,42.63831003,3426232,2786702,22.94935016,-
1100717,11006,2008,高興昌,鋼鐵工業," $130,418.00 ",130587,92052,-0.129415639,41.67861643,662422,430880,53.73700334,鋼鐵製品需求轉強
1100717,11006,2009,第一銅,鋼鐵工業," $289,521.00 ",270259,166050,7.127237206,74.35772358,1491447,1086513,37.2691353,主係因出貨量增加及國際銅價上漲
1100717,11006,2010,春源,鋼鐵工業," $2,321,306.00 ",2256068,1492385,2.891668159,55.5433752,12254950,8677062,41.23386464,本月受鋼價上漲及市場需求增加，銷售價格及數量均增加，故本月營收較去年同月增加。
1100717,11006,2012,春雨,鋼鐵工業," $1,038,579.00 ",968215,655513,7.267394122,58.4375901,5273198,3775268,39.67744806,(1)去年度因為新冠肺炎疫情影響(2)今年國際鋼價大幅調升，故導致兩期銷售金額差異擴大。
1100717,11006,2013,中鋼構,鋼鐵工業," $1,236,313.00 ",1180440,1081296,4.733235065,14.33622246,7039042,6424324,9.568602082,-
1100717,11006,2014,中鴻,鋼鐵工業," $4,834,658.00 ",4551071,2976444,6.231214587,62.43067231,24227886,17949305,34.97952149,本月售價較去年同月增加，致營業收入增加。
1100717,11006,2015,豐興,鋼鐵工業," $3,438,774.00 ",3405947,2167521,0.963814176,58.6500892,17710303,13138068,34.8014259,主係景氣復甦，原物料上漲，銷售數量及價格分別較去年同期增加19%及33%，使110年6月營業收入較去年同期大幅成長。
1100717,11006,2017,官田鋼,鋼鐵工業," $408,357.00 ",369782,243255,10.43182199,67.87198619,2212321,1440733,53.5552389,鋼市行情上漲，價格提高
1100717,11006,2020,美亞,鋼鐵工業," $599,380.00 ",564219,419651,6.231800063,42.82820725,3033048,2447912,23.90347365,-
1100717,11006,2022,聚亨,鋼鐵工業," $1,171,871.00 ",1237469,792370,-5.300981277,47.89441801,6294393,4254892,47.93308502,-
1100717,11006,2023,燁輝,鋼鐵工業," $8,508,687.00 ",7556716,4344540,12.59768132,95.84782278,41783113,25363766,64.73544583,銷售量及售價皆明顯較去年同期提升所致
1100717,11006,2024,志聯,鋼鐵工業," $132,035.00 ",154100,73916,-14.31862427,78.6284431,780147,513397,51.95784159,"去年因役情關係營收下降,本年因國際鋼價回升且市場需求增加所致"
1100717,11006,2025,千興,鋼鐵工業," $86,583.00 ",62440,99680,38.66591928,-13.13904494,680862,408365,66.7287843,本年累計營業額較去年同期增加，主要是因為客戶需求增加所致。
1100717,11006,2027,大成鋼,鋼鐵工業," $8,834,458.00 ",8127299,4533084,8.701033394,94.88846887,46488361,28302600,64.25473631,因美國市場需求暢旺所致
1100717,11006,2028,威致,鋼鐵工業," $1,054,936.00 ",1168458,613291,-9.715539626,72.01230737,5994714,3803952,57.59173617,景氣回升好轉，故營收增加
1100717,11006,2029,盛餘,鋼鐵工業," $1,278,394.00 ",1121146,777851,14.02564876,64.34947053,6852519,4408022,55.45564428,"銷售量比去年同期多1,993噸且銷售平均價格比去年同期上漲"
1100717,11006,2030,彰源,鋼鐵工業," $1,314,622.00 ",1308810,853299,0.444067512,54.06346427,6733886,4964496,35.64087875,係鎳價上漲帶動不銹鋼產品價格上漲致營收增加
1100717,11006,2031,新光鋼,鋼鐵工業," $1,309,641.00 ",1372935,774760,-4.610123567,69.03828282,7104738,4337252,63.80736005,本月及本年累積營收較去年同期增加50%以上，主要係鋼鐵需求量增加及價格上漲所致。
1100717,11006,2032,新鋼,鋼鐵工業," $248,788.00 ",350601,274877,-29.03956349,-9.491154225,1735141,1508482,15.02563504,-
1100717,11006,2033,佳大,鋼鐵工業," $68,164.00 ",78403,61218,-13.05944926,11.34633604,410756,373100,10.09273653,-
1100717,11006,2034,允強,鋼鐵工業," $1,721,703.00 ",1440575,971665,19.51498534,77.19100719,7822314,6660086,17.45064553,主係因不銹鋼漲價及需求增加所致。
1100717,11006,2038,海光,鋼鐵工業," $803,879.00 ",803225,604364,0.081421768,33.01238988,4703924,3913205,20.20642926,-
1100717,11006,2049,上銀,電機機械," $2,443,235.00 ",2369013,2020307,3.133034728,20.93384817,13039964,9242643,41.08479577,-
1100717,11006,2059,川湖,電子零組件業," $474,943.00 ",506542,382734,-6.238179657,24.09218935,2766818,2339550,18.26282832,-
1100717,11006,2062,橋椿,其他," $865,121.00 ",759126,612766,13.96276771,41.18293117,4393116,2862636,53.46401009,本年累計營收較去年累計營收增加，主係客戶需求增加所致。
1100717,11006,2069,運錩,鋼鐵工業," $1,221,264.00 ",1235547,534702,-1.156006206,128.4008663,5964517,3269150,82.44855696,主要係鋼鐵需求量增加及價格上漲所致。
1100717,11006,2101,南港,橡膠工業," $616,652.00 ",665562,884691,-7.348676757,-30.29747109,4112355,4161163,-1.172941315,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準."
1100717,11006,2102,泰豐,橡膠工業," $116,457.00 ",105742,463549,10.13315428,-74.87708958,883090,2428885,-63.64216503,"因美國反傾銷案,導致本公司6月營收及累計營收下滑"
1100717,11006,2103,台橡,橡膠工業," $2,693,929.00 ",2815223,1905347,-4.308504158,41.38784169,16737526,12029185,39.14098087,-
1100717,11006,2104,國際中橡,橡膠工業," $1,954,928.00 ",1895748,1175306,3.121722929,66.33353356,11246183,7267458,54.74713442,109年因疫情影響，營收減少，110年因疫情趨緩，營收增加
1100717,11006,2105,正新,橡膠工業," $8,487,211.00 ",8450749,8071980,0.431464714,5.144103429,53178500,41644879,27.69517232,無。
1100717,11006,2106,建大,橡膠工業," $3,043,061.00 ",3009523,2539476,1.114395869,19.83027207,17722797,13698893,29.37393554,-
1100717,11006,2107,厚生,橡膠工業," $98,626.00 ",246796,205887,-60.03743983,-52.0970241,1512590,1552072,-2.543825286,主要係因本期營建收入較去年同期減少所致.
1100717,11006,2108,南帝,橡膠工業," $2,174,738.00 ",2400094,781948,-9.389465579,178.1179823,14157800,5358020,164.2356691,主係銷售量值增加
1100717,11006,2109,華豐,橡膠工業," $427,058.00 ",491349,382416,-13.08458957,11.67367474,2681294,2103971,27.43968429,-
1100717,11006,2114,鑫永銓,橡膠工業," $168,092.00 ",167561,133306,0.316899517,26.09484944,917412,774964,18.38124094,-
1100717,11006,2115,六暉-KY,汽車工業," $283,881.00 ",279196,177719,1.678032637,59.73587517,1727913,1029145,67.89791526,市場需求復甦及去年因肺炎疫情影響營收基期較低，故本年(月)營收較去年同期大幅成長。
1100717,11006,2201,裕隆,汽車工業," $5,361,403.00 ",6103777,7190029,-12.16253477,-25.43280423,38220030,37872129,0.918620128,-
1100717,11006,2204,中華,汽車工業," $2,180,119.00 ",2749367,2691858,-20.70469312,-19.01062389,16195347,14778053,9.590532664,-
1100717,11006,2206,三陽工業,汽車工業," $2,987,781.00 ",3527776,3392090,-15.3069526,-11.91917078,20145247,17282237,16.56620031,-
1100717,11006,2207,和泰車,汽車工業," $22,282,998.00 ",21335761,20715699,4.439668217,7.565754841,130156465,112688499,15.50110806,-
1100717,11006,2208,台船,航運業," $1,666,583.00 ",2124861,2424749,-21.56743429,-31.2678137,9430884,12395687,-23.91802084,-
1100717,11006,2211,長榮鋼,鋼鐵工業," $963,484.00 ",849579,733942,13.40722876,31.27522338,5649683,4491477,25.78675122,-
1100717,11006,2227,裕日車,汽車工業," $1,244,310.00 ",2316993,2306248,-46.29634185,-46.04613207,14052752,14563978,-3.510208543,-
1100717,11006,2228,劍麟,汽車工業," $298,224.00 ",279701,161378,6.622428951,84.79842358,1867412,1465528,27.42247163,"主係去年同期疫情影響營收,本期逐步恢復"
1100717,11006,2231,為升,汽車工業," $220,897.00 ",362536,217740,-39.06894764,1.449894369,2149046,1495196,43.73005278,-
1100717,11006,2233,宇隆,汽車工業," $278,277.00 ",291320,194303,-4.477207195,43.21806663,1665740,1095652,52.03184953,主係因新冠肺炎影響趨緩，客戶需求及訂單明顯回升。
1100717,11006,2236,百達-KY,汽車工業," $133,152.00 ",113038,63400,17.79401617,110.0189274,663684,533356,24.43546149,主係去年受新冠肺炎之影響。
1100717,11006,2239,英利-KY,汽車工業," $1,820,107.00 ",1744061,1718581,4.36028327,5.907548146,9866171,8766007,12.55034362,-
1100717,11006,2241,艾姆勒,汽車工業," $96,028.00 ",86067,58737,11.57354154,63.48809098,505241,403476,25.22207021,係客戶需求增加
1100717,11006,2243,宏旭-KY,汽車工業," $137,950.00 ",93197,350202,48.01978604,-60.60844884,472418,425408,11.05056793,本月認列合約收入金額較去年同期減少
1100717,11006,2247,汎德永業,汽車工業," $3,779,161.00 ",4157667,3319630,-9.103807496,13.84283791,22322380,18303918,21.9541084,-
1100717,11006,2250,IKKA-KY,汽車工業," $309,991.00 ",291706,262244,6.268297532,18.20708958,1871309,1575970,18.74014099,-
1100717,11006,2301,光寶科,電腦及週邊設備業," $13,480,059.00 ",13554054,14287458,-0.545925227,-5.651103226,78394468,74336582,5.45880089,-
1100717,11006,2302,麗正,半導體業," $58,945.00 ",65627,52635,-10.18178494,11.98822077,355003,233321,52.15218519,系訂單需求增加
1100717,11006,2303,聯電,半導體業," $17,336,613.00 ",17189070,14581494,0.858353593,18.89462767,98004753,86654107,13.0987975,-
1100717,11006,2305,全友,電腦及週邊設備業," $53,739.00 ",52769,61285,1.838200459,-12.31296402,300779,243648,23.44817113,-
1100717,11006,2308,台達電,電子零組件業," $26,204,497.00 ",26126461,23812690,0.298685689,10.04425372,151255167,126372792,19.68966152,-
1100717,11006,2312,金寶,其他電子業," $10,233,114.00 ",9688771,10811256,5.618287397,-5.347593286,65537393,54906467,19.36188318,-
1100717,11006,2313,華通,電子零組件業," $3,781,776.00 ",4055147,4417434,-6.741333915,-14.38975659,25764679,25510796,0.995198268,-
1100717,11006,2314,台揚,通信網路業," $374,577.00 ",316202,386505,18.46130006,-3.086117903,2002885,2008402,-0.274696002,-
1100717,11006,2316,楠梓電,電子零組件業," $411,922.00 ",439074,435219,-6.183923439,-5.352937257,2421558,2393214,1.184348746,-
1100717,11006,2317,鴻海,其他電子業," $401,616,787.00 ",455034482,360531936,-11.73926309,11.39562044,2700470550,2058117705,31.21069526,-
1100717,11006,2321,東訊,通信網路業," $95,791.00 ",96017,105488,-0.235374986,-9.192514788,520327,549990,-5.393370789,-
1100717,11006,2323,中環,光電業," $657,441.00 ",673115,632696,-2.328576841,3.911041005,4166828,4593073,-9.280170378,-
1100717,11006,2324,仁寶,電腦及週邊設備業," $91,440,133.00 ",80201551,81698189,14.01292352,11.92430838,530983545,445700690,19.13455754,無
1100717,11006,2327,國巨,電子零組件業," $9,505,026.00 ",9201889,4539758,3.294290987,109.3729666,51468488,23486695,119.1389125,與去年同期比較營收增加，主要是因終端市場的強勁需求所致。
